        0	 1.1000000000000001e+00	 1.0000000000000000e+00	-1.6616249292583620e+02	 3.7565740045079110e-01
        1	 2.1000000000000001e+00	 1.0000000000000000e+00	 1.2258470222154472e+00	 5.3989849908191445e-02
        2	 3.1000000000000001e+00	 1.0000000000000000e+00	 1.4714401204455214e+00	 1.6783592360113175e-02
        3	 4.1000000000000005e+00	 1.0000000000000000e+00	 1.5307569589575394e+00	 7.2546828978374833e-03
        4	 5.1000000000000005e+00	 1.0000000000000000e+00	 1.5554590526540863e+00	 3.7692893381944259e-03
        5	 6.1000000000000005e+00	 1.0000000000000000e+00	 1.5682964735468943e+00	 2.2028275494250238e-03
        6	 7.1000000000000005e+00	 1.0000000000000000e+00	 1.5758662208832561e+00	 1.3969953424037840e-03
        7	 8.0999999999999996e+00	 1.0000000000000000e+00	 1.5807180551518627e+00	 9.4083821157653347e-04
        8	 9.0999999999999996e+00	 1.0000000000000000e+00	 1.5840193947872052e+00	 6.6350748633681178e-04
        9	 1.0100000000000000e+01	 1.0000000000000000e+00	 1.5863695436884910e+00	 4.8529507395755900e-04
       10	 1.1100000000000000e+01	 1.0000000000000000e+00	 1.5881029431133129e+00	 3.6559569063854269e-04
       11	 1.2100000000000000e+01	 1.0000000000000000e+00	 1.5894185662059641e+00	 2.8223696503459905e-04
       12	 1.3100000000000000e+01	 1.0000000000000000e+00	 1.5904409666683392e+00	 2.2241092554509123e-04
       13	 1.4100000000000000e+01	 1.0000000000000000e+00	 1.5912514156909765e+00	 1.7836624370204390e-04
       14	 1.5100000000000001e+01	 1.0000000000000000e+00	 1.5919048067699322e+00	 1.4522425674101669e-04
       15	 1.6100000000000001e+01	 1.0000000000000000e+00	 1.5924393175543372e+00	 1.1980980913506301e-04
       16	 1.7100000000000001e+01	 1.0000000000000000e+00	 1.5928821751937079e+00	 9.9995780161066250e-05
       17	 1.8100000000000001e+01	 1.0000000000000000e+00	 1.5932532252651725e+00	 8.4320714861974011e-05
       18	 1.9100000000000001e+01	 1.0000000000000000e+00	 1.5935672121992894e+00	 7.1757930044213936e-05
       19	 2.0100000000000001e+01	 1.0000000000000000e+00	 1.5938352772681270e+00	 6.1571797452586452e-05
       20	 2.1100000000000001e+01	 1.0000000000000000e+00	 1.5940659668730319e+00	 5.3225854010463536e-05
       21	 2.2100000000000001e+01	 1.0000000000000000e+00	 1.5942659260654253e+00	 4.6322627277106676e-05
       22	 2.3100000000000001e+01	 1.0000000000000000e+00	 1.5944403848880313e+00	 4.0563373332247465e-05
       23	 2.4100000000000001e+01	 1.0000000000000000e+00	 1.5945935054212441e+00	 3.5720610810585640e-05
       24	 2.5100000000000001e+01	 1.0000000000000000e+00	 1.5947286333656123e+00	 3.1619051647169272e-05
       25	 2.6100000000000001e+01	 1.0000000000000000e+00	 1.5948484830539087e+00	 2.8122147540443621e-05
       26	 2.7100000000000001e+01	 1.0000000000000000e+00	 1.5949552753012384e+00	 2.5122458168880257e-05
       27	 2.8100000000000001e+01	 1.0000000000000000e+00	 1.5950508413570361e+00	 2.2534661802353639e-05
       28	 2.9100000000000001e+01	 1.0000000000000000e+00	 1.5951367021664922e+00	 2.0290420032154088e-05
       29	 3.0100000000000001e+01	 1.0000000000000000e+00	 1.5952141294265374e+00	 1.8334561083577228e-05
       30	 3.1100000000000001e+01	 1.0000000000000000e+00	 1.5952841930654174e+00	 1.6622212775985190e-05
       31	 3.2100000000000001e+01	 1.0000000000000000e+00	 1.5953477984912467e+00	 1.5116627352540490e-05
       32	 3.3100000000000001e+01	 1.0000000000000000e+00	 1.5954057160545290e+00	 1.3787515790397720e-05
       33	 3.4100000000000001e+01	 1.0000000000000000e+00	 1.5954586045314585e+00	 1.2609761348869597e-05
       34	 3.5100000000000001e+01	 1.0000000000000000e+00	 1.5955070299761687e+00	 1.1562417725485830e-05
       35	 3.6100000000000001e+01	 1.0000000000000000e+00	 1.5955514809572833e+00	 1.0627922996775396e-05
       36	 3.7100000000000001e+01	 1.0000000000000000e+00	 1.5955923809505776e+00	 9.7914785328612197e-06
       37	 3.8100000000000001e+01	 1.0000000000000000e+00	 1.5956300984786083e+00	 9.0405546941951798e-06
       38	 3.9100000000000001e+01	 1.0000000000000000e+00	 1.5956649554537989e+00	 8.3644951160977143e-06
       39	 4.0100000000000001e+01	 1.0000000000000000e+00	 1.5956972340798146e+00	 7.7541980019191215e-06
       40	 4.1100000000000001e+01	 1.0000000000000000e+00	 1.5957271825893216e+00	 7.2018577483845547e-06
       41	 4.2100000000000001e+01	 1.0000000000000000e+00	 1.5957550200368900e+00	 6.7007546675768026e-06
       42	 4.3100000000000001e+01	 1.0000000000000000e+00	 1.5957809403210135e+00	 6.2450827016391486e-06
       43	 4.4100000000000001e+01	 1.0000000000000000e+00	 1.5958051155736044e+00	 5.8298077689755701e-06
       44	 4.5100000000000001e+01	 1.0000000000000000e+00	 1.5958276990283977e+00	 5.4505506312807483e-06
       45	 4.6100000000000001e+01	 1.0000000000000000e+00	 1.5958488274576723e+00	 5.1034895136581326e-06
       46	 4.7100000000000001e+01	 1.0000000000000000e+00	 1.5958686232501194e+00	 4.7852792235403285e-06
       47	 4.8100000000000001e+01	 1.0000000000000000e+00	 1.5958871961888974e+00	 4.4929829883244565e-06
       48	 4.9100000000000001e+01	 1.0000000000000000e+00	 1.5959046449784253e+00	 4.2240157398509837e-06
       49	 5.0100000000000001e+01	 1.0000000000000000e+00	 1.5959210585597035e+00	 3.9760956838108541e-06
       50	 5.1100000000000001e+01	 1.0000000000000000e+00	 1.5959365172468694e+00	 3.7472037135444225e-06
       51	 5.2100000000000001e+01	 1.0000000000000000e+00	 1.5959510937123937e+00	 3.5355487923993678e-06
       52	 5.3100000000000001e+01	 1.0000000000000000e+00	 1.5959648538433839e+00	 3.3395383951528856e-06
       53	 5.4100000000000001e+01	 1.0000000000000000e+00	 1.5959778574880517e+00	 3.1577533832205518e-06
       54	 5.5100000000000001e+01	 1.0000000000000000e+00	 1.5959901591079699e+00	 2.9889263117865994e-06
       55	 5.6100000000000001e+01	 1.0000000000000000e+00	 1.5960018083496763e+00	 2.8319228633222338e-06
       56	 5.7100000000000001e+01	 1.0000000000000000e+00	 1.5960128505467566e+00	 2.6857258532686501e-06
       57	 5.8100000000000001e+01	 1.0000000000000000e+00	 1.5960233271617454e+00	 2.5494212678722761e-06
       58	 5.9100000000000001e+01	 1.0000000000000000e+00	 1.5960332761762430e+00	 2.4221863981210845e-06
       59	 6.0100000000000001e+01	 1.0000000000000000e+00	 1.5960427324358299e+00	 2.3032792135779800e-06
       60	 6.1100000000000001e+01	 1.0000000000000000e+00	 1.5960517279557571e+00	 2.1920293988841877e-06
       61	 6.2100000000000001e+01	 1.0000000000000000e+00	 1.5960602921924654e+00	 2.0878303388371933e-06
       62	 6.3100000000000001e+01	 1.0000000000000000e+00	 1.5960684522850883e+00	 1.9901321977044972e-06
       63	 6.4100000000000009e+01	 1.0000000000000000e+00	 1.5960762332709564e+00	 1.8984357943452324e-06
       64	 6.5100000000000009e+01	 1.0000000000000000e+00	 1.5960836582778981e+00	 1.8122872624815045e-06
       65	 6.6100000000000009e+01	 1.0000000000000000e+00	 1.5960907486963904e+00	 1.7312732865093494e-06
       66	 6.7100000000000009e+01	 1.0000000000000000e+00	 1.5960975243338815e+00	 1.6550169412710147e-06
       67	 6.8100000000000009e+01	 1.0000000000000000e+00	 1.5961040035533074e+00	 1.5831740824978624e-06
       68	 6.9100000000000009e+01	 1.0000000000000000e+00	 1.5961102033977603e+00	 1.5154299433106644e-06
       69	 7.0100000000000009e+01	 1.0000000000000000e+00	 1.5961161397026622e+00	 1.4514963631029332e-06
       70	 7.1100000000000009e+01	 1.0000000000000000e+00	 1.5961218271970452e+00	 1.3911091407692311e-06
       71	 7.2100000000000009e+01	 1.0000000000000000e+00	 1.5961272795950556e+00	 1.3340257396521338e-06
       72	 7.3100000000000009e+01	 1.0000000000000000e+00	 1.5961325096787320e+00	 1.2800232980225701e-06
       73	 7.4100000000000009e+01	 1.0000000000000000e+00	 1.5961375293730065e+00	 1.2288967070617218e-06
       74	 7.5100000000000009e+01	 1.0000000000000000e+00	 1.5961423498137606e+00	 1.1804570583251461e-06
       75	 7.6100000000000009e+01	 1.0000000000000000e+00	 1.5961469814096709e+00	 1.1345301267340346e-06
       76	 7.7100000000000009e+01	 1.0000000000000000e+00	 1.5961514338984735e+00	 1.0909550809401480e-06
       77	 7.8100000000000009e+01	 1.0000000000000000e+00	 1.5961557163981936e+00	 1.0495832825085927e-06
       78	 7.9100000000000009e+01	 1.0000000000000000e+00	 1.5961598374538717e+00	 1.0102772094455759e-06
       79	 8.0100000000000009e+01	 1.0000000000000000e+00	 1.5961638050802502e+00	 9.7290952716377888e-07
       80	 8.1100000000000009e+01	 1.0000000000000000e+00	 1.5961676268007974e+00	 9.3736220740936460e-07
       81	 8.2100000000000009e+01	 1.0000000000000000e+00	 1.5961713096833794e+00	 9.0352574666496821e-07
       82	 8.3100000000000009e+01	 1.0000000000000000e+00	 1.5961748603729990e+00	 8.7129843429067932e-07
       83	 8.4100000000000009e+01	 1.0000000000000000e+00	 1.5961782851217716e+00	 8.4058573612821874e-07
       84	 8.5100000000000009e+01	 1.0000000000000000e+00	 1.5961815898164975e+00	 8.1129971540860879e-07
       85	 8.6100000000000009e+01	 1.0000000000000000e+00	 1.5961847800039859e+00	 7.8335848385790996e-07
