        0	        0
        1	        8
        2	       16
        3	       24
        4	       32
        5	       40
        6	       48
        7	       56
        8	       64
        9	       72
       10	       80
       11	       88
       12	       96
       13	      104
       14	      112
       15	      120
       16	      128
       17	      136
       18	      144
       19	      152
       20	      158
       21	      164
       22	      172
       23	      180
       24	      188
       25	      196
       26	      204
       27	      212
       28	      220
       29	      228
       30	      236
       31	      244
       32	      252
       33	      260
       34	      268
       35	      276
       36	      284
       37	      292
       38	      300
       39	      308
       40	      316
       41	      326
       42	      336
       43	      346
       44	      356
       45	      366
       46	      376
       47	      386
       48	      396
       49	      406
       50	      416
       51	      426
       52	      436
       53	      446
       54	      456
       55	      466
       56	      476
       57	      486
       58	      496
       59	      506
       60	      514
       61	      522
       62	      532
       63	      542
       64	      552
       65	      562
       66	      572
       67	      582
       68	      592
       69	      602
       70	      612
       71	      622
       72	      632
       73	      642
       74	      652
       75	      662
       76	      672
       77	      682
       78	      692
       79	      702
       80	      712
       81	      722
       82	      732
       83	      742
       84	      752
       85	      762
       86	      772
       87	      782
       88	      792
       89	      802
       90	      812
       91	      822
       92	      832
       93	      842
       94	      852
       95	      862
       96	      872
       97	      882
       98	      892
       99	      902
      100	      912
      101	      918
      102	      924
      103	      934
      104	      944
      105	      954
      106	      964
      107	      974
      108	      984
      109	      994
      110	     1004
      111	     1014
      112	     1024
      113	     1034
      114	     1044
      115	     1054
      116	     1064
      117	     1074
      118	     1084
      119	     1094
      120	     1104
      121	     1114
      122	     1124
      123	     1134
      124	     1144
      125	     1154
      126	     1164
      127	     1174
      128	     1184
      129	     1194
      130	     1204
      131	     1214
      132	     1224
      133	     1234
      134	     1244
      135	     1254
      136	     1264
      137	     1274
      138	     1284
      139	     1294
      140	     1304
      141	     1314
      142	     1324
      143	     1334
      144	     1340
      145	     1346
      146	     1356
      147	     1366
      148	     1376
      149	     1386
      150	     1396
      151	     1406
      152	     1416
      153	     1426
      154	     1436
      155	     1446
      156	     1456
      157	     1466
      158	     1476
      159	     1486
      160	     1496
      161	     1506
      162	     1516
      163	     1526
      164	     1536
      165	     1546
      166	     1556
      167	     1566
      168	     1576
      169	     1586
      170	     1596
      171	     1606
      172	     1616
      173	     1626
      174	     1636
      175	     1646
      176	     1656
      177	     1666
      178	     1676
      179	     1686
      180	     1696
      181	     1706
      182	     1716
      183	     1726
      184	     1736
      185	     1746
      186	     1756
      187	     1766
      188	     1776
      189	     1784
      190	     1792
      191	     1800
      192	     1808
      193	     1816
      194	     1826
      195	     1836
      196	     1846
      197	     1856
      198	     1866
      199	     1876
      200	     1886
      201	     1896
      202	     1906
      203	     1916
      204	     1926
      205	     1936
      206	     1946
      207	     1956
      208	     1966
      209	     1976
      210	     1986
      211	     1996
      212	     2006
      213	     2016
      214	     2026
      215	     2036
      216	     2046
      217	     2056
      218	     2066
      219	     2076
      220	     2086
      221	     2096
      222	     2106
      223	     2116
      224	     2126
      225	     2136
      226	     2146
      227	     2156
      228	     2166
      229	     2176
      230	     2186
      231	     2196
      232	     2206
      233	     2216
      234	     2226
      235	     2236
      236	     2246
      237	     2256
      238	     2266
      239	     2276
      240	     2286
      241	     2296
      242	     2306
      243	     2316
      244	     2326
      245	     2336
      246	     2346
      247	     2356
      248	     2366
      249	     2376
      250	     2386
      251	     2396
      252	     2406
      253	     2416
      254	     2426
      255	     2436
      256	     2446
      257	     2456
      258	     2466
      259	     2476
      260	     2486
      261	     2496
      262	     2506
      263	     2516
      264	     2526
      265	     2536
      266	     2546
      267	     2556
      268	     2566
      269	     2576
      270	     2586
      271	     2596
      272	     2606
      273	     2616
      274	     2626
      275	     2636
      276	     2646
      277	     2656
      278	     2666
      279	     2676
      280	     2686
      281	     2696
      282	     2706
      283	     2716
      284	     2726
      285	     2736
      286	     2746
      287	     2756
      288	     2766
      289	     2776
      290	     2786
      291	     2796
      292	     2806
      293	     2816
      294	     2826
      295	     2836
      296	     2846
      297	     2856
      298	     2866
      299	     2876
      300	     2886
      301	     2896
      302	     2906
      303	     2916
      304	     2926
      305	     2936
      306	     2946
      307	     2956
      308	     2966
      309	     2976
      310	     2986
      311	     2996
      312	     3006
      313	     3016
      314	     3026
      315	     3036
      316	     3046
      317	     3056
      318	     3066
      319	     3076
      320	     3086
      321	     3096
      322	     3106
      323	     3116
      324	     3126
      325	     3136
      326	     3146
      327	     3156
      328	     3166
      329	     3176
      330	     3186
      331	     3196
      332	     3206
      333	     3216
      334	     3226
      335	     3236
      336	     3246
      337	     3256
      338	     3266
      339	     3276
      340	     3286
      341	     3296
      342	     3306
      343	     3316
      344	     3326
      345	     3336
      346	     3346
      347	     3356
      348	     3366
      349	     3376
      350	     3386
      351	     3396
      352	     3406
      353	     3416
      354	     3426
      355	     3436
      356	     3446
      357	     3456
      358	     3466
      359	     3476
      360	     3486
      361	     3496
      362	     3506
      363	     3516
      364	     3526
